unique_vehicle_key,scenario_key,lead_time_days,duration_days,collection_date,pickup_date,dropoff_date,pickup_time,dropoff_time,supplier,car_name,category,pickup_location,dropoff_location,price_per_day_aed,total_price_aed,mileage,source_currency,supplier_rating,rating_text,number_of_reviews,condition_rating,location_rating,cleanliness_rating,efficiency_rating,value_for_money_rating,pickup_time_rating,dropoff_time_rating
805802806_Avis_Dubai Airport T1 Departures,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Mazda 6,Standard,Dubai Airport T1 Departures,Dubai Airport T1 Departures,129.65,907.52,Unlimited km,USD,9.1,Superb,51,9.0,9.0,9.0,9.0,8.0,10.0,10.0
754975831_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Volvo XC60,Full-size,Dubai International Airport,Dubai International Airport,296.1,2072.72,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
735543496_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Audi A3,Intermediate,Dubai International Airport,Dubai International Airport,170.84,1195.89,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
805802751_Avis_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Mazda 6,Standard,Dubai International Airport,Dubai International Airport,129.65,907.52,Unlimited km,USD,6.9,Good,1006,6.2,7.6,7.3,6.8,6.5,6.5,7.2
735429746_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Volvo S90,Luxury,Dubai International Airport,Dubai International Airport,238.31,1668.14,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
735477651_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Audi A6,Luxury,Dubai International Airport,Dubai International Airport,238.31,1668.14,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
821926771_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Kia Carnival,Mini,Dubai International Airport,Dubai International Airport,284.21,1989.48,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
822257741_Keddy By Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Kia Carnival,Full-size,Dubai International Airport,Dubai International Airport,266.82,1867.71,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
805802006_Avis_Dubai Airport T1 Departures,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Nissan X-trail,Intermediate,Dubai Airport T1 Departures,Dubai Airport T1 Departures,186.22,1303.57,Unlimited km,USD,9.1,Superb,51,9.0,9.0,9.0,9.0,8.0,10.0,10.0
835180021_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Jeep Grand Cherokee,Luxury,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,210.0,1469.98,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835180026_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Jeep Grand Cherokee,Luxury,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,210.0,1469.98,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835180031_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Jeep Grand Cherokee,Luxury,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,210.0,1469.98,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730649356_Goldcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Goldcar,Kia Pegas,Economy,Dubai International Airport,Dubai International Airport,85.31,597.19,Unlimited km,USD,6.3,Good,212,7.0,5.6,8.0,6.1,5.9,2.9,8.8
835424701_Europcar_Dubai International Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Volkswagen Golf GTI,Compact,Dubai International Airport T3,Dubai International Airport T3,260.41,1822.85,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
735429726_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Mercedes C-Class,Premium,Dubai International Airport,Dubai International Airport,345.36,2417.5,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
744143651_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Mercedes C-Class,Premium,Dubai International Airport,Dubai International Airport,356.88,2498.17,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
759573466_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Audi Q5,Premium,Dubai International Airport,Dubai International Airport,303.7,2125.9,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
804799501_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Jeep Grand Cherokee,Premium,Dubai International Airport,Dubai International Airport,303.7,2125.9,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
805802946_Avis_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Toyota Fortuner,Standard,Dubai International Airport,Dubai International Airport,193.39,1353.72,Unlimited km,USD,6.9,Good,1006,6.2,7.6,7.3,6.8,6.5,6.5,7.2
822349016_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Audi A5,Premium,Dubai International Airport,Dubai International Airport,228.14,1597.01,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
785273811_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Mercedes GLB,Luxury,Dubai International Airport,Dubai International Airport,293.9,2057.27,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
835826481_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Kia Carnival,Mini,Dubai International Airport,Dubai International Airport,293.7,2055.87,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
822258996_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Mazda 6,Standard,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,127.51,892.55,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259001_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Mazda 6,Standard,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,127.51,892.55,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259006_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Mazda 6,Standard,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,127.51,892.55,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744142871_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Audi A6,Luxury,Dubai International Airport,Dubai International Airport,246.26,1723.79,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835424331_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Land Cruiser Prado,Special,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,217.75,1524.22,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424336_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Land Cruiser Prado,Special,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,217.75,1524.22,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424341_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Land Cruiser Prado,Special,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,217.75,1524.22,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257556_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Toyota Fortuner,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,200.71,1404.99,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257561_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Toyota Fortuner,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,200.71,1404.99,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257566_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Toyota Fortuner,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,200.71,1404.99,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424271_Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Land Cruiser,Luxury,Dubai International Airport,Dubai International Airport,292.59,2048.1,Unlimited km,USD,7.9,Very good,1875,8.1,8.0,8.7,7.8,7.6,7.0,8.2
735429706_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Ford Explorer,Standard,Dubai International Airport,Dubai International Airport,251.04,1757.27,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
744144071_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Jeep Wrangler,Premium,Dubai International Airport,Dubai International Airport,313.89,2197.22,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
805802406_Avis_Dubai Airport T1 Departures,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Kia Picanto,Mini,Dubai Airport T1 Departures,Dubai Airport T1 Departures,83.09,581.62,Unlimited km,USD,9.1,Superb,51,9.0,9.0,9.0,9.0,8.0,10.0,10.0
769348021_Budget_Dubai Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Kia Picanto,Mini,Dubai Airport T3,Dubai Airport T3,94.58,662.03,Unlimited km,USD,7.2,Very good,166,8.2,5.8,8.4,7.3,7.1,5.8,7.8
805050591_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Ford Everest,Standard,Dubai International Airport,Dubai International Airport,259.41,1815.9,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835178711_Europcar_Dubai International Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Kia Carnival,Full-size,Dubai International Airport T3,Dubai International Airport T3,261.14,1828.0,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
805802356_Avis_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Kia Picanto,Mini,Dubai International Airport,Dubai International Airport,83.09,581.62,Unlimited km,USD,6.9,Good,1006,6.2,7.6,7.3,6.8,6.5,6.5,7.2
835989516_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Mercedes GLB,Premium,Dubai International Airport,Dubai International Airport,303.7,2125.9,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
730649316_Goldcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Goldcar,Kia Picanto,Mini,Dubai International Airport,Dubai International Airport,80.9,566.28,Unlimited km,USD,6.3,Good,212,7.0,5.6,8.0,6.1,5.9,2.9,8.8
754979881_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Volvo XC60,Standard,Dubai International Airport,Dubai International Airport,286.54,2005.78,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
805918776_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Mazda CX-90,Standard,Dubai International Airport,Dubai International Airport,285.28,1996.99,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
835826096_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Mazda CX-90,Standard,Dubai International Airport,Dubai International Airport,294.8,2063.63,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
763904076_Green Motion_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Green Motion,Mitsubishi Outlander,Full-size,Dubai International Airport,Dubai International Airport,201.02,1407.16,Unlimited km,USD,6.3,Good,82,7.1,5.4,7.3,6.6,6.5,4.5,6.5
785632256_OK Mobility_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,OK Mobility,Renault Espace,Standard,Dubai International Airport,Dubai International Airport,211.57,1480.98,Unlimited km,USD,6.8,Good,20,7.4,5.4,8.9,6.3,7.2,5.6,6.6
763903966_Green Motion_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Green Motion,Toyota Corolla,Compact,Dubai International Airport,Dubai International Airport,96.62,676.31,Unlimited km,USD,6.3,Good,82,7.1,5.4,7.3,6.6,6.5,4.5,6.5
769347711_Budget_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Kia Picanto,Mini,Dubai International Airport,Dubai International Airport,94.58,662.03,Unlimited km,USD,7.5,Very good,1685,7.8,7.0,8.4,7.7,7.5,6.2,7.7
734558776_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Volkswagen Golf GTI,Compact,Dubai International Airport,Dubai International Airport,127.95,895.68,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
822314931_Keddy By Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Audi A6,Premium,Dubai International Airport,Dubai International Airport,317.32,2221.21,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
822256756_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Nissan Sunny,Compact,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,108.19,757.31,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256761_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Nissan Sunny,Compact,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,108.19,757.31,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256766_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Nissan Sunny,Compact,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,108.19,757.31,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785272161_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Mercedes Benz CLA,Luxury,Dubai International Airport,Dubai International Airport,308.59,2160.16,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
730109146_Goldcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Goldcar,Hyundai Accent,Economy,Dubai International Airport,Dubai International Airport,90.03,630.2,Unlimited km,USD,6.3,Good,212,7.0,5.6,8.0,6.1,5.9,2.9,8.8
769347076_Budget_Dubai - Umm Ramool,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Geely Emgrand,Compact,Dubai - Umm Ramool,Dubai - Umm Ramool,98.59,690.11,Unlimited km,USD,6.3,Good,2,8.0,5.0,8.0,5.0,6.0,5.0,7.0
709035601_Hertz_Dubai - Festival City,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Fortuner,Standard,Dubai - Festival City,Dubai - Festival City,156.79,1097.52,Unlimited km,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
709035606_Hertz_Dubai - Um Ramool,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Fortuner,Standard,Dubai - Um Ramool,Dubai - Um Ramool,156.79,1097.52,Unlimited km,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
835180231_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Audi A6,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,215.1,1505.67,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835180236_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Audi A6,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,215.1,1505.67,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835180241_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Audi A6,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,215.1,1505.67,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735429736_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Jeep Wrangler,Standard,Dubai International Airport,Dubai International Airport,303.75,2126.27,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
805802571_Avis_Dubai - Marwan Building,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Volvo S90,Premium,Dubai - Marwan Building,Dubai - Marwan Building,275.93,1931.48,Unlimited km,USD,7.0,Very good,62,7.0,8.0,7.0,5.5,5.5,6.5,9.5
822256916_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Hyundai Elantra,Compact,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,119.25,834.77,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256921_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Hyundai Elantra,Compact,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,119.25,834.77,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256926_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Hyundai Elantra,Compact,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,119.25,834.77,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806166571_Hertz_Dubai - Festival City,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Highlander,Luxury,Dubai - Festival City,Dubai - Festival City,153.71,1075.96,Unlimited km,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
806166576_Hertz_Dubai - Um Ramool,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Highlander,Luxury,Dubai - Um Ramool,Dubai - Um Ramool,153.71,1075.96,Unlimited km,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
835424281_Europcar_Dubai International Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Land Cruiser,Luxury,Dubai International Airport T3,Dubai International Airport T3,292.59,2048.1,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
709200896_Hertz_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Land Cruiser Prado,Standard,Dubai International Airport,Dubai International Airport,209.91,1469.39,Unlimited km,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
728411841_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Mercedes A-Class,Compact,Dubai International Airport,Dubai International Airport,133.07,931.48,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
821176251_Avis_Dubai - Business Bay,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Nissan X-trail,Intermediate,Dubai - Business Bay,Dubai - Business Bay,180.44,1263.05,Unlimited km,USD,5.3,,2,1.5,5.0,4.5,7.0,2.0,8.0,9.0
822258836_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,232.85,1629.95,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258841_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,232.85,1629.95,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258846_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,232.85,1629.95,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178971_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,236.65,1656.55,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178976_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,236.65,1656.55,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178981_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,236.65,1656.55,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821176246_Avis_Dubai - Business Bay,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Nissan Sunny,Economy,Dubai - Business Bay,Dubai - Business Bay,84.17,589.17,Unlimited km,USD,5.3,,2,1.5,5.0,4.5,7.0,2.0,8.0,9.0
821186021_Alamo_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Alamo,Maserati Levante,Special,Dubai International Airport,Dubai International Airport,234.42,1640.91,Unlimited km,USD,6.9,Good,2180,7.7,6.8,7.9,6.4,7.2,5.4,7.3
